source,iteration,compliance,volume_fraction
SIREN,4,119.51605571157623,0.7265002179944452
SIREN,5,113.7318217296222,0.7383127985566044
SIREN,6,107.53659183284745,0.7511145345039703
SIREN,7,102.20364683083267,0.7622032238197516
SIREN,8,97.10353386890233,0.7744902499372527
SIREN,9,92.63737998165928,0.7844519979117378
SIREN,10,89.11005145849109,0.7906984061897049
SIREN,11,89.28566626105007,0.7773543925481475
SIREN,12,95.89118355735079,0.7295689777421669
SIREN,13,102.21518488578369,0.69138278611659
SIREN,14,106.40414463647798,0.661960323789387
SIREN,15,113.23023727660258,0.6286348855911819
SIREN,16,114.26177252163482,0.616128491643831
SIREN,17,108.58544281818723,0.6201720742636465
SIREN,18,111.76281996321613,0.6022942770024093
SIREN,19,112.36131340212228,0.5915204136221422
SIREN,20,111.27632370840269,0.5836000662490647
SIREN,21,113.41092905500159,0.565813873762438
SIREN,22,111.69806406366394,0.5573022100492682
SIREN,23,111.80723767176778,0.5436831177290923
SIREN,24,109.31864249311243,0.5360366378846633
SIREN,25,110.08680459634593,0.5180696495650099
SIREN,26,109.48568495899642,0.5037152779118227
SIREN,27,114.40720836476495,0.4768728883013832
SIREN,28,100.80222489101538,0.5076651386279731
SIREN,29,101.27736108778734,0.49321693819681134
SIREN,30,92.2780345375972,0.5197112186404312
SIREN,31,91.7965577805715,0.5074457192017839
SIREN,32,105.02602807320106,0.4693450566658717
SIREN,33,99.34547897434608,0.461904781284102
SIREN,34,91.97323392658919,0.4835255372682167
SIREN,35,83.31119184861478,0.5285729435756719
SIREN,36,80.47330230027114,0.5349094176737148
SIREN,37,80.88544361674163,0.5228790906065419
SIREN,38,83.76012684457777,0.49734786151802435
SIREN,39,82.63850494048094,0.5001857050466547
SIREN,40,84.15853026729472,0.48579783085725803
SIREN,41,81.78738941742387,0.49316689913834544
SIREN,42,77.63978799350383,0.5175599861135468
SIREN,43,76.18974360117369,0.5171005163667144
SIREN,44,77.0052708293145,0.5053941295896444
SIREN,45,80.55832644372171,0.4809223922761352
SIREN,46,80.99970827653729,0.4758818573273383
SIREN,47,78.89237991067067,0.4875418968323308
SIREN,48,75.81772952780362,0.5130812869459869
SIREN,49,74.77063059603526,0.513068841866671
SIREN,50,75.5757601691426,0.49729945721419394
